-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7712,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7728,-1,-1,-1,-1,7765,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,5937,6112,6113,-1,-1,-1,-1,-1,524,525,-1,2691,2692,2693,7356,7357,-1,-1,3475,3475,-1,7744,4329,4330,4329,4330,7781,4329,4330,4329,4330,-1,-1,-1,-1
-1,-1,-1,-1,-1,5953,6128,6129,5963,-1,-1,-1,-1,540,541,-1,2707,2708,2709,7372,7373,5197,3622,3491,3491,3622,-1,7380,7382,7382,7381,-1,7380,7382,7382,7381,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,6144,6145,5979,-1,-1,-1,5181,5181,5181,5181,5181,5181,5181,-1,-1,5213,3638,-1,-1,3638,-1,7396,7398,7398,7397,-1,7396,7398,7398,7397,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,4320,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4329,4330,4329,4330,-1,4329,4330,4329,4330,-1,-1,-1,-1
-1,-1,-1,-1,-1,6052,6053,-1,4336,-1,5181,5181,5181,5181,5181,-1,5181,5181,5181,5181,5181,-1,-1,-1,-1,-1,-1,7380,7382,7382,7381,-1,7380,7382,7382,7381,-1,-1,-1,-1
-1,-1,-1,-1,-1,6068,6069,-1,3233,-1,5181,5181,5181,5181,5181,-1,5181,5181,5181,5181,5181,-1,3364,-1,-1,-1,-1,7396,7398,7398,7397,-1,7396,7398,7398,7397,-1,-1,-1,-1
-1,-1,-1,-1,-1,4320,-1,-1,3250,-1,5181,5181,5181,5181,5181,-1,5181,5181,5181,5181,5181,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2432,-1,-1,458,459,-1,-1,-1,-1
-1,-1,-1,-1,-1,4336,-1,-1,-1,-1,5181,5181,5181,5181,5181,-1,5181,5181,5181,5181,5181,-1,-1,-1,-1,-1,676,-1,-1,-1,-1,2448,-1,-1,474,475,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5181,5181,5181,5181,5181,-1,5181,5181,5181,5181,5181,-1,-1,-1,-1,-1,-1,460,-1,-1,-1,-1,-1,-1,490,491,-1,-1,-1,-1
-1,-1,-1,-1,-1,3250,-1,4295,-1,-1,5181,5181,5181,5181,5181,-1,5181,5181,5181,5181,5181,-1,-1,-1,-1,3328,-1,476,-1,-1,-1,-1,-1,4298,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,4311,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4329,4330,4329,4330,-1,4329,4330,4329,4330,-1,-1,-1,-1
-1,-1,-1,-1,-1,480,-1,-1,3250,-1,-1,-1,5072,5073,5074,5058,5074,5075,5076,-1,-1,-1,-1,-1,-1,-1,-1,4345,4346,4345,4346,-1,4345,4346,4345,4346,-1,-1,-1,-1
-1,-1,-1,-1,-1,496,-1,-1,-1,-1,-1,-1,5026,5089,5090,5090,5090,5091,5027,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,512,-1,-1,-1,-1,-1,-1,1899,1900,-1,-1,-1,1768,-1,-1,-1,-1,7121,-1,-1,-1,7122,7123,7123,7123,7123,7123,7123,7123,7123,7123,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,4324,-1,-1,-1,-1,-1,1915,1916,1581,-1,1581,1784,1581,-1,-1,-1,7137,-1,-1,-1,7138,7139,7139,7139,7139,7139,7139,7139,7139,7139,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,4340,-1,-1,-1,-1,-1,-1,1785,1597,-1,1597,-1,1597,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,3250,-1,-1,7760,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,7776,-1,-1,7637,7735,-1,3443,-1,3443,-1,-1,-1,224,225,-1,-1,-1,944,945,4329,4330,4329,4330,-1,4329,4330,4329,4330,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,7792,-1,-1,7653,7751,-1,3459,-1,3459,-1,-1,649,240,241,-1,-1,-1,960,961,4345,4346,4345,4346,-1,4345,4346,4345,4346,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7669,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,976,977,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,1215,-1,-1,-1,2688,-1,2657,2658,-1,-1,-1,-1,-1,-1,-1,-1,-1,5468,-1,1008,1009,4329,4330,4329,4330,-1,4329,4330,4329,4330,-1,-1,-1,-1
-1,-1,-1,-1,-1,1216,1231,1218,-1,-1,2704,-1,2673,2674,-1,-1,-1,-1,-1,-1,-1,-1,-1,5484,-1,-1,-1,-1,3025,4345,4346,-1,4345,4346,4345,4346,-1,-1,-1,-1
-1,-1,-1,-1,-1,1232,1233,1234,-1,1070,-1,7520,7521,1452,1453,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,1167,1145,1177,-1,1086,-1,7522,7523,1468,1469,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
